THE_DATE;YEAR;QUARTER;PERIOD;DAY;DATE_DAYS;DATE_PATTERN
2003/09/25;2003;3;9;25;37856;CL
2003/09/26;2003;3;9;26;37857;CL
2003/09/27;2003;3;9;27;37858;CL
2003/09/28;2003;3;9;28;37859;CL
2003/09/29;2003;3;9;29;37860;CL
2003/09/30;2003;3;9;30;37861;CL
2003/10/01;2003;4;10;1;37862;CL
2003/10/02;2003;4;10;2;37863;CL
2003/10/03;2003;4;10;3;37864;CL
2003/10/04;2003;4;10;4;37865;CL
2003/10/05;2003;4;10;5;37866;CL
2003/10/06;2003;4;10;6;37867;CL
2003/10/07;2003;4;10;7;37868;CL
2003/10/08;2003;4;10;8;37869;CL
2003/10/09;2003;4;10;9;37870;CL
2003/10/10;2003;4;10;10;37871;CL
2003/10/11;2003;4;10;11;37872;CL
2003/10/12;2003;4;10;12;37873;CL
2003/10/13;2003;4;10;13;37874;CL
2003/10/14;2003;4;10;14;37875;CL
2003/10/15;2003;4;10;15;37876;CL
2003/10/16;2003;4;10;16;37877;CL
2003/10/17;2003;4;10;17;37878;CL
2003/10/18;2003;4;10;18;37879;CL
2003/10/19;2003;4;10;19;37880;CL
2003/10/20;2003;4;10;20;37881;CL
2003/10/21;2003;4;10;21;37882;CL
2003/10/22;2003;4;10;22;37883;CL
2003/10/23;2003;4;10;23;37884;CL
2003/10/24;2003;4;10;24;37885;CL
2003/10/25;2003;4;10;25;37886;CL
2003/10/26;2003;4;10;26;37887;CL
2003/10/27;2003;4;10;27;37888;CL
2003/10/28;2003;4;10;28;37889;CL
2003/10/29;2003;4;10;29;37890;CL
2003/10/30;2003;4;10;30;37891;CL
2003/10/31;2003;4;10;31;37892;CL
2003/11/01;2003;4;11;1;37893;CL
2003/11/02;2003;4;11;2;37894;CL
2003/11/03;2003;4;11;3;37895;CL
2003/11/04;2003;4;11;4;37896;CL
2003/11/05;2003;4;11;5;37897;CL
2003/11/06;2003;4;11;6;37898;CL
2003/11/07;2003;4;11;7;37899;CL
2003/11/08;2003;4;11;8;37900;CL
2003/11/09;2003;4;11;9;37901;CL
2003/11/10;2003;4;11;10;37902;CL
2003/11/11;2003;4;11;11;37903;CL
2003/11/12;2003;4;11;12;37904;CL
2003/11/13;2003;4;11;13;37905;CL
2003/11/14;2003;4;11;14;37906;CL
2003/11/15;2003;4;11;15;37907;CL
2003/11/16;2003;4;11;16;37908;CL
2003/11/17;2003;4;11;17;37909;CL
2003/11/18;2003;4;11;18;37910;CL
2003/11/19;2003;4;11;19;37911;CL
2003/11/20;2003;4;11;20;37912;CL
2003/11/21;2003;4;11;21;37913;CL
2003/11/22;2003;4;11;22;37914;CL
2003/11/23;2003;4;11;23;37915;CL
2003/11/24;2003;4;11;24;37916;CL
2003/11/25;2003;4;11;25;37917;CL
2003/11/26;2003;4;11;26;37918;CL
2003/11/27;2003;4;11;27;37919;CL
2003/11/28;2003;4;11;28;37920;CL
2003/11/29;2003;4;11;29;37921;CL
2003/11/30;2003;4;11;30;37922;CL
2003/12/01;2003;4;12;1;37923;CL
2003/12/02;2003;4;12;2;37924;CL
2003/12/03;2003;4;12;3;37925;CL
2003/12/04;2003;4;12;4;37926;CL
2003/12/05;2003;4;12;5;37927;CL
2003/12/06;2003;4;12;6;37928;CL
2003/12/07;2003;4;12;7;37929;CL
2003/12/08;2003;4;12;8;37930;CL
2003/12/09;2003;4;12;9;37931;CL
2003/12/10;2003;4;12;10;37932;CL
2003/12/11;2003;4;12;11;37933;CL
2003/12/12;2003;4;12;12;37934;CL
2003/12/13;2003;4;12;13;37935;CL
2003/12/14;2003;4;12;14;37936;CL
2003/12/15;2003;4;12;15;37937;CL
2003/12/16;2003;4;12;16;37938;CL
2003/12/17;2003;4;12;17;37939;CL
2003/12/18;2003;4;12;18;37940;CL
2003/12/19;2003;4;12;19;37941;CL
2003/12/20;2003;4;12;20;37942;CL
2003/12/21;2003;4;12;21;37943;CL
2003/12/22;2003;4;12;22;37944;CL
2003/12/23;2003;4;12;23;37945;CL
2003/12/24;2003;4;12;24;37946;CL
2003/12/25;2003;4;12;25;37947;CL
2003/12/26;2003;4;12;26;37948;CL
2003/12/27;2003;4;12;27;37949;CL
2003/12/28;2003;4;12;28;37950;CL
2003/12/29;2003;4;12;29;37951;CL
2003/12/30;2003;4;12;30;37952;CL
2003/12/31;2003;4;12;31;37953;CL
2004/01/01;2004;1;1;1;37954;CL
2004/01/02;2004;1;1;2;37955;CL
2004/01/03;2004;1;1;3;37956;CL
2004/01/04;2004;1;1;4;37957;CL
2004/01/05;2004;1;1;5;37958;CL
2004/01/06;2004;1;1;6;37959;CL
2004/01/07;2004;1;1;7;37960;CL
2004/01/08;2004;1;1;8;37961;CL
2004/01/09;2004;1;1;9;37962;CL
2004/01/10;2004;1;1;10;37963;CL
2004/01/11;2004;1;1;11;37964;CL
2004/01/12;2004;1;1;12;37965;CL
2004/01/13;2004;1;1;13;37966;CL
2004/01/14;2004;1;1;14;37967;CL
2004/01/15;2004;1;1;15;37968;CL
2004/01/16;2004;1;1;16;37969;CL
2004/01/17;2004;1;1;17;37970;CL
2004/01/18;2004;1;1;18;37971;CL
2004/01/19;2004;1;1;19;37972;CL
2004/01/20;2004;1;1;20;37973;CL
2004/01/21;2004;1;1;21;37974;CL
2004/01/22;2004;1;1;22;37975;CL
2004/01/23;2004;1;1;23;37976;CL
2004/01/24;2004;1;1;24;37977;CL
2004/01/25;2004;1;1;25;37978;CL
2004/01/26;2004;1;1;26;37979;CL
2004/01/27;2004;1;1;27;37980;CL
2004/01/28;2004;1;1;28;37981;CL
2004/01/29;2004;1;1;29;37982;CL
2004/01/30;2004;1;1;30;37983;CL
2004/01/31;2004;1;1;31;37984;CL
2004/02/01;2004;1;2;1;37985;CL
2004/02/02;2004;1;2;2;37986;CL
2004/02/03;2004;1;2;3;37987;CL
2004/02/04;2004;1;2;4;37988;CL
2004/02/05;2004;1;2;5;37989;CL
2004/02/06;2004;1;2;6;37990;CL
2004/02/07;2004;1;2;7;37991;CL
2004/02/08;2004;1;2;8;37992;CL
2004/02/09;2004;1;2;9;37993;CL
2004/02/10;2004;1;2;10;37994;CL
2004/02/11;2004;1;2;11;37995;CL
2004/02/12;2004;1;2;12;37996;CL
2004/02/13;2004;1;2;13;37997;CL
2004/02/14;2004;1;2;14;37998;CL
2004/02/15;2004;1;2;15;37999;CL
2004/02/16;2004;1;2;16;38000;CL
2004/02/17;2004;1;2;17;38001;CL
2004/02/18;2004;1;2;18;38002;CL
2004/02/19;2004;1;2;19;38003;CL
2004/02/20;2004;1;2;20;38004;CL
2004/02/21;2004;1;2;21;38005;CL
2004/02/22;2004;1;2;22;38006;CL
2004/02/23;2004;1;2;23;38007;CL
2004/02/24;2004;1;2;24;38008;CL
2004/02/25;2004;1;2;25;38009;CL
2004/02/26;2004;1;2;26;38010;CL
2004/02/27;2004;1;2;27;38011;CL
2004/02/28;2004;1;2;28;38012;CL
2004/02/29;2004;1;2;29;38013;CL
2004/03/01;2004;1;3;1;38014;CL
2004/03/02;2004;1;3;2;38015;CL
2004/03/03;2004;1;3;3;38016;CL
2004/03/04;2004;1;3;4;38017;CL
2004/03/05;2004;1;3;5;38018;CL
2004/03/06;2004;1;3;6;38019;CL
2004/03/07;2004;1;3;7;38020;CL
2004/03/08;2004;1;3;8;38021;CL
2004/03/09;2004;1;3;9;38022;CL
2004/03/10;2004;1;3;10;38023;CL
2004/03/11;2004;1;3;11;38024;CL
2004/03/12;2004;1;3;12;38025;CL
2004/03/13;2004;1;3;13;38026;CL
2004/03/14;2004;1;3;14;38027;CL
2004/03/15;2004;1;3;15;38028;CL
2004/03/16;2004;1;3;16;38029;CL
2004/03/17;2004;1;3;17;38030;CL
2004/03/18;2004;1;3;18;38031;CL
2004/03/19;2004;1;3;19;38032;CL
2004/03/20;2004;1;3;20;38033;CL
2004/03/21;2004;1;3;21;38034;CL
2004/03/22;2004;1;3;22;38035;CL
2004/03/23;2004;1;3;23;38036;CL
2004/03/24;2004;1;3;24;38037;CL
2004/03/25;2004;1;3;25;38038;CL
2004/03/26;2004;1;3;26;38039;CL
2004/03/27;2004;1;3;27;38040;CL
2004/03/28;2004;1;3;28;38041;CL
2004/03/29;2004;1;3;29;38042;CL
2004/03/30;2004;1;3;30;38043;CL
2004/03/31;2004;1;3;31;38044;CL
2004/04/01;2004;2;4;1;38045;CL
2004/04/02;2004;2;4;2;38046;CL
2004/04/03;2004;2;4;3;38047;CL
2004/04/04;2004;2;4;4;38048;CL
2004/04/05;2004;2;4;5;38049;CL
2004/04/06;2004;2;4;6;38050;CL
2004/04/07;2004;2;4;7;38051;CL
2004/04/08;2004;2;4;8;38052;CL
2004/04/09;2004;2;4;9;38053;CL
2004/04/10;2004;2;4;10;38054;CL
2004/04/11;2004;2;4;11;38055;CL
2004/04/12;2004;2;4;12;38056;CL
2004/04/13;2004;2;4;13;38057;CL
2004/04/14;2004;2;4;14;38058;CL
2004/04/15;2004;2;4;15;38059;CL
2004/04/16;2004;2;4;16;38060;CL
2004/04/17;2004;2;4;17;38061;CL
2004/04/18;2004;2;4;18;38062;CL
2004/04/19;2004;2;4;19;38063;CL
2004/04/20;2004;2;4;20;38064;CL
2004/04/21;2004;2;4;21;38065;CL
2004/04/22;2004;2;4;22;38066;CL
2004/04/23;2004;2;4;23;38067;CL
2004/04/24;2004;2;4;24;38068;CL
2004/04/25;2004;2;4;25;38069;CL
2004/04/26;2004;2;4;26;38070;CL
2004/04/27;2004;2;4;27;38071;CL
2004/04/28;2004;2;4;28;38072;CL
2004/04/29;2004;2;4;29;38073;CL
2004/04/30;2004;2;4;30;38074;CL
2004/05/01;2004;2;5;1;38075;CL
2004/05/02;2004;2;5;2;38076;CL
2004/05/03;2004;2;5;3;38077;CL
2004/05/04;2004;2;5;4;38078;CL
2004/05/05;2004;2;5;5;38079;CL
2004/05/06;2004;2;5;6;38080;CL
2004/05/07;2004;2;5;7;38081;CL
2004/05/08;2004;2;5;8;38082;CL
2004/05/09;2004;2;5;9;38083;CL
2004/05/10;2004;2;5;10;38084;CL
2004/05/11;2004;2;5;11;38085;CL
2004/05/12;2004;2;5;12;38086;CL
2004/05/13;2004;2;5;13;38087;CL
2004/05/14;2004;2;5;14;38088;CL
2004/05/15;2004;2;5;15;38089;CL
2004/05/16;2004;2;5;16;38090;CL
2004/05/17;2004;2;5;17;38091;CL
2004/05/18;2004;2;5;18;38092;CL
2004/05/19;2004;2;5;19;38093;CL
2004/05/20;2004;2;5;20;38094;CL
2004/05/21;2004;2;5;21;38095;CL
2004/05/22;2004;2;5;22;38096;CL
2004/05/23;2004;2;5;23;38097;CL
2004/05/24;2004;2;5;24;38098;CL
2004/05/25;2004;2;5;25;38099;CL
2004/05/26;2004;2;5;26;38100;CL
2004/05/27;2004;2;5;27;38101;CL
2004/05/28;2004;2;5;28;38102;CL
2004/05/29;2004;2;5;29;38103;CL
2004/05/30;2004;2;5;30;38104;CL
2004/05/31;2004;2;5;31;38105;CL
2004/06/01;2004;2;6;1;38106;CL
2004/06/02;2004;2;6;2;38107;CL
2004/06/03;2004;2;6;3;38108;CL
2004/06/04;2004;2;6;4;38109;CL
2004/06/05;2004;2;6;5;38110;CL
2004/06/06;2004;2;6;6;38111;CL
2004/06/07;2004;2;6;7;38112;CL
2004/06/08;2004;2;6;8;38113;CL
2004/06/09;2004;2;6;9;38114;CL
2004/06/10;2004;2;6;10;38115;CL
2004/06/11;2004;2;6;11;38116;CL
2004/06/12;2004;2;6;12;38117;CL
2004/06/13;2004;2;6;13;38118;CL
2004/06/14;2004;2;6;14;38119;CL
2004/06/15;2004;2;6;15;38120;CL
2004/06/16;2004;2;6;16;38121;CL
2004/06/17;2004;2;6;17;38122;CL
2004/06/18;2004;2;6;18;38123;CL
2004/06/19;2004;2;6;19;38124;CL
2004/06/20;2004;2;6;20;38125;CL
2004/06/21;2004;2;6;21;38126;CL
2004/06/22;2004;2;6;22;38127;CL
2004/06/23;2004;2;6;23;38128;CL
2004/06/24;2004;2;6;24;38129;CL
2004/06/25;2004;2;6;25;38130;CL
2004/06/26;2004;2;6;26;38131;CL
2004/06/27;2004;2;6;27;38132;CL
2004/06/28;2004;2;6;28;38133;CL
2004/06/29;2004;2;6;29;38134;CL
2004/06/30;2004;2;6;30;38135;CL
2004/07/01;2004;3;7;1;38136;CL
2004/07/02;2004;3;7;2;38137;CL
2004/07/03;2004;3;7;3;38138;CL
2004/07/04;2004;3;7;4;38139;CL
2004/07/05;2004;3;7;5;38140;CL
2004/07/06;2004;3;7;6;38141;CL
2004/07/07;2004;3;7;7;38142;CL
2004/07/08;2004;3;7;8;38143;CL
2004/07/09;2004;3;7;9;38144;CL
2004/07/10;2004;3;7;10;38145;CL
2004/07/11;2004;3;7;11;38146;CL
2004/07/12;2004;3;7;12;38147;CL
2004/07/13;2004;3;7;13;38148;CL
2004/07/14;2004;3;7;14;38149;CL
2004/07/15;2004;3;7;15;38150;CL
2004/07/16;2004;3;7;16;38151;CL
2004/07/17;2004;3;7;17;38152;CL
2004/07/18;2004;3;7;18;38153;CL
2004/07/19;2004;3;7;19;38154;CL
2004/07/20;2004;3;7;20;38155;CL
2004/07/21;2004;3;7;21;38156;CL
2004/07/22;2004;3;7;22;38157;CL
2004/07/23;2004;3;7;23;38158;CL
2004/07/24;2004;3;7;24;38159;CL
2004/07/25;2004;3;7;25;38160;CL
2004/07/26;2004;3;7;26;38161;CL
2004/07/27;2004;3;7;27;38162;CL
2004/07/28;2004;3;7;28;38163;CL
2004/07/29;2004;3;7;29;38164;CL
2004/07/30;2004;3;7;30;38165;CL
2004/07/31;2004;3;7;31;38166;CL
2004/08/01;2004;3;8;1;38167;CL
2004/08/02;2004;3;8;2;38168;CL
2004/08/03;2004;3;8;3;38169;CL
2004/08/04;2004;3;8;4;38170;CL
2004/08/05;2004;3;8;5;38171;CL
2004/08/06;2004;3;8;6;38172;CL
2004/08/07;2004;3;8;7;38173;CL
2004/08/08;2004;3;8;8;38174;CL
2004/08/09;2004;3;8;9;38175;CL
2004/08/10;2004;3;8;10;38176;CL
2004/08/11;2004;3;8;11;38177;CL
2004/08/12;2004;3;8;12;38178;CL
2004/08/13;2004;3;8;13;38179;CL
2004/08/14;2004;3;8;14;38180;CL
2004/08/15;2004;3;8;15;38181;CL
2004/08/16;2004;3;8;16;38182;CL
2004/08/17;2004;3;8;17;38183;CL
2004/08/18;2004;3;8;18;38184;CL
2004/08/19;2004;3;8;19;38185;CL
2004/08/20;2004;3;8;20;38186;CL
2004/08/21;2004;3;8;21;38187;CL
2004/08/22;2004;3;8;22;38188;CL
2004/08/23;2004;3;8;23;38189;CL
2004/08/24;2004;3;8;24;38190;CL
2004/08/25;2004;3;8;25;38191;CL
2004/08/26;2004;3;8;26;38192;CL
2004/08/27;2004;3;8;27;38193;CL
2004/08/28;2004;3;8;28;38194;CL
2004/08/29;2004;3;8;29;38195;CL
2004/08/30;2004;3;8;30;38196;CL
2004/08/31;2004;3;8;31;38197;CL
2004/09/01;2004;3;9;1;38198;CL
2004/09/02;2004;3;9;2;38199;CL
2004/09/03;2004;3;9;3;38200;CL
2004/09/04;2004;3;9;4;38201;CL
2004/09/05;2004;3;9;5;38202;CL
2004/09/06;2004;3;9;6;38203;CL
2004/09/07;2004;3;9;7;38204;CL
2004/09/08;2004;3;9;8;38205;CL
2004/09/09;2004;3;9;9;38206;CL
2004/09/10;2004;3;9;10;38207;CL
2004/09/11;2004;3;9;11;38208;CL
2004/09/12;2004;3;9;12;38209;CL
2004/09/13;2004;3;9;13;38210;CL
2004/09/14;2004;3;9;14;38211;CL
2004/09/15;2004;3;9;15;38212;CL
2004/09/16;2004;3;9;16;38213;CL
2004/09/17;2004;3;9;17;38214;CL
2004/09/18;2004;3;9;18;38215;CL
2004/09/19;2004;3;9;19;38216;CL
2004/09/20;2004;3;9;20;38217;CL
2004/09/21;2004;3;9;21;38218;CL
2004/09/22;2004;3;9;22;38219;CL
2004/09/23;2004;3;9;23;38220;CL
2004/09/24;2004;3;9;24;38221;CL
2004/09/25;2004;3;9;25;38222;CL
2004/09/26;2004;3;9;26;38223;CL
2004/09/27;2004;3;9;27;38224;CL
2004/09/28;2004;3;9;28;38225;CL
2004/09/29;2004;3;9;29;38226;CL
2004/09/30;2004;3;9;30;38227;CL
2004/10/01;2004;4;10;1;38228;CL
2004/10/02;2004;4;10;2;38229;CL
2004/10/03;2004;4;10;3;38230;CL
2004/10/04;2004;4;10;4;38231;CL
2004/10/05;2004;4;10;5;38232;CL
2004/10/06;2004;4;10;6;38233;CL
2004/10/07;2004;4;10;7;38234;CL
2004/10/08;2004;4;10;8;38235;CL
2004/10/09;2004;4;10;9;38236;CL
2004/10/10;2004;4;10;10;38237;CL
2004/10/11;2004;4;10;11;38238;CL
2004/10/12;2004;4;10;12;38239;CL
2004/10/13;2004;4;10;13;38240;CL
2004/10/14;2004;4;10;14;38241;CL
2004/10/15;2004;4;10;15;38242;CL
2004/10/16;2004;4;10;16;38243;CL
2004/10/17;2004;4;10;17;38244;CL
2004/10/18;2004;4;10;18;38245;CL
2004/10/19;2004;4;10;19;38246;CL
2004/10/20;2004;4;10;20;38247;CL
2004/10/21;2004;4;10;21;38248;CL
2004/10/22;2004;4;10;22;38249;CL
2004/10/23;2004;4;10;23;38250;CL
2004/10/24;2004;4;10;24;38251;CL
2004/10/25;2004;4;10;25;38252;CL
2004/10/26;2004;4;10;26;38253;CL
2004/10/27;2004;4;10;27;38254;CL
2004/10/28;2004;4;10;28;38255;CL
2004/10/29;2004;4;10;29;38256;CL
2004/10/30;2004;4;10;30;38257;CL
2004/10/31;2004;4;10;31;38258;CL
2004/11/01;2004;4;11;1;38259;CL
2004/11/02;2004;4;11;2;38260;CL
2004/11/03;2004;4;11;3;38261;CL
2004/11/04;2004;4;11;4;38262;CL
2004/11/05;2004;4;11;5;38263;CL
2004/11/06;2004;4;11;6;38264;CL
2004/11/07;2004;4;11;7;38265;CL
2004/11/08;2004;4;11;8;38266;CL
2004/11/09;2004;4;11;9;38267;CL
2004/11/10;2004;4;11;10;38268;CL
2004/11/11;2004;4;11;11;38269;CL
2004/11/12;2004;4;11;12;38270;CL
2004/11/13;2004;4;11;13;38271;CL
2004/11/14;2004;4;11;14;38272;CL
2004/11/15;2004;4;11;15;38273;CL
2004/11/16;2004;4;11;16;38274;CL
2004/11/17;2004;4;11;17;38275;CL
2004/11/18;2004;4;11;18;38276;CL
2004/11/19;2004;4;11;19;38277;CL
2004/11/20;2004;4;11;20;38278;CL
2004/11/21;2004;4;11;21;38279;CL
2004/11/22;2004;4;11;22;38280;CL
2004/11/23;2004;4;11;23;38281;CL
2004/11/24;2004;4;11;24;38282;CL
2004/11/25;2004;4;11;25;38283;CL
2004/11/26;2004;4;11;26;38284;CL
2004/11/27;2004;4;11;27;38285;CL
2004/11/28;2004;4;11;28;38286;CL
2004/11/29;2004;4;11;29;38287;CL
2004/11/30;2004;4;11;30;38288;CL
2004/12/01;2004;4;12;1;38289;CL
2004/12/02;2004;4;12;2;38290;CL
2004/12/03;2004;4;12;3;38291;CL
2004/12/04;2004;4;12;4;38292;CL
2004/12/05;2004;4;12;5;38293;CL
2004/12/06;2004;4;12;6;38294;CL
2004/12/07;2004;4;12;7;38295;CL
2004/12/08;2004;4;12;8;38296;CL
2004/12/09;2004;4;12;9;38297;CL
2004/12/10;2004;4;12;10;38298;CL
2004/12/11;2004;4;12;11;38299;CL
2004/12/12;2004;4;12;12;38300;CL
2004/12/13;2004;4;12;13;38301;CL
2004/12/14;2004;4;12;14;38302;CL
2004/12/15;2004;4;12;15;38303;CL
2004/12/16;2004;4;12;16;38304;CL
2004/12/17;2004;4;12;17;38305;CL
2004/12/18;2004;4;12;18;38306;CL
2004/12/19;2004;4;12;19;38307;CL
2004/12/20;2004;4;12;20;38308;CL
2004/12/21;2004;4;12;21;38309;CL
2004/12/22;2004;4;12;22;38310;CL
2004/12/23;2004;4;12;23;38311;CL
2004/12/24;2004;4;12;24;38312;CL
2004/12/25;2004;4;12;25;38313;CL
2004/12/26;2004;4;12;26;38314;CL
2004/12/27;2004;4;12;27;38315;CL
2004/12/28;2004;4;12;28;38316;CL
2004/12/29;2004;4;12;29;38317;CL
2004/12/30;2004;4;12;30;38318;CL
2004/12/31;2004;4;12;31;38319;CL
2005/01/01;2005;1;1;1;38320;CL
2005/01/02;2005;1;1;2;38321;CL
2005/01/03;2005;1;1;3;38322;CL
2005/01/04;2005;1;1;4;38323;CL
2005/01/05;2005;1;1;5;38324;CL
2005/01/06;2005;1;1;6;38325;CL
2005/01/07;2005;1;1;7;38326;CL
2005/01/08;2005;1;1;8;38327;CL
2005/01/09;2005;1;1;9;38328;CL
2005/01/10;2005;1;1;10;38329;CL
2005/01/11;2005;1;1;11;38330;CL
2005/01/12;2005;1;1;12;38331;CL
2005/01/13;2005;1;1;13;38332;CL
2005/01/14;2005;1;1;14;38333;CL
2005/01/15;2005;1;1;15;38334;CL
2005/01/16;2005;1;1;16;38335;CL
2005/01/17;2005;1;1;17;38336;CL
2005/01/18;2005;1;1;18;38337;CL
2005/01/19;2005;1;1;19;38338;CL
2005/01/20;2005;1;1;20;38339;CL
2005/01/21;2005;1;1;21;38340;CL
2005/01/22;2005;1;1;22;38341;CL
2005/01/23;2005;1;1;23;38342;CL
2005/01/24;2005;1;1;24;38343;CL
2005/01/25;2005;1;1;25;38344;CL
2005/01/26;2005;1;1;26;38345;CL
2005/01/27;2005;1;1;27;38346;CL
2005/01/28;2005;1;1;28;38347;CL
2005/01/29;2005;1;1;29;38348;CL
2005/01/30;2005;1;1;30;38349;CL
2005/01/31;2005;1;1;31;38350;CL
2005/02/01;2005;1;2;1;38351;CL
2005/02/02;2005;1;2;2;38352;CL
2005/02/03;2005;1;2;3;38353;CL
2005/02/04;2005;1;2;4;38354;CL
2005/02/05;2005;1;2;5;38355;CL
2005/02/06;2005;1;2;6;38356;CL
2005/02/07;2005;1;2;7;38357;CL
2005/02/08;2005;1;2;8;38358;CL
2005/02/09;2005;1;2;9;38359;CL
2005/02/10;2005;1;2;10;38360;CL
2005/02/11;2005;1;2;11;38361;CL
2005/02/12;2005;1;2;12;38362;CL
2005/02/13;2005;1;2;13;38363;CL
2005/02/14;2005;1;2;14;38364;CL
2005/02/15;2005;1;2;15;38365;CL
2005/02/16;2005;1;2;16;38366;CL
2005/02/17;2005;1;2;17;38367;CL
2005/02/18;2005;1;2;18;38368;CL
2005/02/19;2005;1;2;19;38369;CL
2005/02/20;2005;1;2;20;38370;CL
2005/02/21;2005;1;2;21;38371;CL
2005/02/22;2005;1;2;22;38372;CL
2005/02/23;2005;1;2;23;38373;CL
2005/02/24;2005;1;2;24;38374;CL
2005/02/25;2005;1;2;25;38375;CL
2005/02/26;2005;1;2;26;38376;CL
2005/02/27;2005;1;2;27;38377;CL
2005/02/28;2005;1;2;28;38378;CL
2005/03/01;2005;1;3;1;38379;CL
2005/03/02;2005;1;3;2;38380;CL
2005/03/03;2005;1;3;3;38381;CL
2005/03/04;2005;1;3;4;38382;CL
2005/03/05;2005;1;3;5;38383;CL
2005/03/06;2005;1;3;6;38384;CL
2005/03/07;2005;1;3;7;38385;CL
2005/03/08;2005;1;3;8;38386;CL
2005/03/09;2005;1;3;9;38387;CL
2005/03/10;2005;1;3;10;38388;CL
2005/03/11;2005;1;3;11;38389;CL
2005/03/12;2005;1;3;12;38390;CL
2005/03/13;2005;1;3;13;38391;CL
2005/03/14;2005;1;3;14;38392;CL
2005/03/15;2005;1;3;15;38393;CL
2005/03/16;2005;1;3;16;38394;CL
2005/03/17;2005;1;3;17;38395;CL
2005/03/18;2005;1;3;18;38396;CL
2005/03/19;2005;1;3;19;38397;CL
2005/03/20;2005;1;3;20;38398;CL
2005/03/21;2005;1;3;21;38399;CL
2005/03/22;2005;1;3;22;38400;CL
2005/03/23;2005;1;3;23;38401;CL
2005/03/24;2005;1;3;24;38402;CL
2005/03/25;2005;1;3;25;38403;CL
2005/03/26;2005;1;3;26;38404;CL
2005/03/27;2005;1;3;27;38405;CL
2005/03/28;2005;1;3;28;38406;CL
2005/03/29;2005;1;3;29;38407;CL
2005/03/30;2005;1;3;30;38408;CL
2005/03/31;2005;1;3;31;38409;CL
2005/04/01;2005;2;4;1;38410;CL
2005/04/02;2005;2;4;2;38411;CL
2005/04/03;2005;2;4;3;38412;CL
2005/04/04;2005;2;4;4;38413;CL
2005/04/05;2005;2;4;5;38414;CL
2005/04/06;2005;2;4;6;38415;CL
2005/04/07;2005;2;4;7;38416;CL
2005/04/08;2005;2;4;8;38417;CL
2005/04/09;2005;2;4;9;38418;CL
2005/04/10;2005;2;4;10;38419;CL
2005/04/11;2005;2;4;11;38420;CL
2005/04/12;2005;2;4;12;38421;CL
2005/04/13;2005;2;4;13;38422;CL
2005/04/14;2005;2;4;14;38423;CL
2005/04/15;2005;2;4;15;38424;CL
2005/04/16;2005;2;4;16;38425;CL
2005/04/17;2005;2;4;17;38426;CL
2005/04/18;2005;2;4;18;38427;CL
2005/04/19;2005;2;4;19;38428;CL
2005/04/20;2005;2;4;20;38429;CL
2005/04/21;2005;2;4;21;38430;CL
2005/04/22;2005;2;4;22;38431;CL
2005/04/23;2005;2;4;23;38432;CL
2005/04/24;2005;2;4;24;38433;CL
2005/04/25;2005;2;4;25;38434;CL
2005/04/26;2005;2;4;26;38435;CL
2005/04/27;2005;2;4;27;38436;CL
2005/04/28;2005;2;4;28;38437;CL
2005/04/29;2005;2;4;29;38438;CL
2005/04/30;2005;2;4;30;38439;CL
2005/05/01;2005;2;5;1;38440;CL
2005/05/02;2005;2;5;2;38441;CL
2005/05/03;2005;2;5;3;38442;CL
2005/05/04;2005;2;5;4;38443;CL
2005/05/05;2005;2;5;5;38444;CL
2005/05/06;2005;2;5;6;38445;CL
2005/05/07;2005;2;5;7;38446;CL
2005/05/08;2005;2;5;8;38447;CL
2005/05/09;2005;2;5;9;38448;CL
2005/05/10;2005;2;5;10;38449;CL
2005/05/11;2005;2;5;11;38450;CL
2005/05/12;2005;2;5;12;38451;CL
2005/05/13;2005;2;5;13;38452;CL
2005/05/14;2005;2;5;14;38453;CL
2005/05/15;2005;2;5;15;38454;CL
2005/05/16;2005;2;5;16;38455;CL
2005/05/17;2005;2;5;17;38456;CL
2005/05/18;2005;2;5;18;38457;CL
2005/05/19;2005;2;5;19;38458;CL
2005/05/20;2005;2;5;20;38459;CL
2005/05/21;2005;2;5;21;38460;CL
2005/05/22;2005;2;5;22;38461;CL
2005/05/23;2005;2;5;23;38462;CL
2005/05/24;2005;2;5;24;38463;CL
2005/05/25;2005;2;5;25;38464;CL
2005/05/26;2005;2;5;26;38465;CL
2005/05/27;2005;2;5;27;38466;CL
2005/05/28;2005;2;5;28;38467;CL
2005/05/29;2005;2;5;29;38468;CL
2005/05/30;2005;2;5;30;38469;CL
2005/05/31;2005;2;5;31;38470;CL
2005/06/01;2005;2;6;1;38471;CL
2005/06/02;2005;2;6;2;38472;CL
2005/06/03;2005;2;6;3;38473;CL
2005/06/04;2005;2;6;4;38474;CL
2005/06/05;2005;2;6;5;38475;CL
2005/06/06;2005;2;6;6;38476;CL
2005/06/07;2005;2;6;7;38477;CL
2005/06/08;2005;2;6;8;38478;CL
2005/06/09;2005;2;6;9;38479;CL
2005/06/10;2005;2;6;10;38480;CL
2005/06/11;2005;2;6;11;38481;CL
2005/06/12;2005;2;6;12;38482;CL
2005/06/13;2005;2;6;13;38483;CL
2005/06/14;2005;2;6;14;38484;CL
2005/06/15;2005;2;6;15;38485;CL
2005/06/16;2005;2;6;16;38486;CL
2005/06/17;2005;2;6;17;38487;CL
2005/06/18;2005;2;6;18;38488;CL
2005/06/19;2005;2;6;19;38489;CL
